QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
162987,1,EN,3,4,3,1,1, ,6,4,2,3,2,3,4,2,3,2,1,1, ,3,3,4,1, ,2,2,1,2,1,2,1,1, ,1,1,3,2, ,1960,6,1,1, , ,1,2,2,4,4,1,0.368967875
163237,1,FR,5,2,5,4,5, ,5,3,2,2,3,3,3,3,2,2,1,3, ,4,5,4,5, ,3,3,1,2,2,2,2,3,26,1,3,3,2, ,1951,7,2,2, , ,2,2,2,7,4,2,0.869944987
163253,2,EN,9,2,7,5,5, ,6,6,2,2,2,4,4,4,2,2,1,3, ,1,1,4,2, ,2,2,1,1,1,2,1,3,1,2,3,3,2, ,1997,3,2,1, , ,2,2,2,6,2,4,0.928079339
163371,1,EN,7,1,7,7,6,4, ,5,1,1,4,4,4,2,1,1,1,1, ,7,6,6, ,2,4,4,1,1,1,1,1,1, ,1,1,3,1,22,1947,7,1,1, , ,1,2,1,7,4,4,0.520980832
163547,2,EN,9,3,5,3,2, ,3,2,2,2,4,4,4,4,2,3,1, ,3,7,6,5, ,5,1,4,2,2,1,2,1,2,1,1,1,3,2, ,1962,6,2,1, , ,2,2,2,6,4,4,0.53089607
163823,2,EN,6,2,6,3,2, ,1,3,1,3,4,4,4,3,2,1,1,1, ,2,5,7,7, ,3,2,1,1,1,1,1,2,1,1,1,1,2, ,1996,3,2,1, , ,2,2,2,6,2,3,1.501658467
163886,1,FR,5,4,3,5,5,6, ,6,2,2,2,2,3,3,2,2,1, ,3,7,5,7,5, ,4,4,97,97,2,2,2,2,26,2,2,98,2, ,1947,7,1,2, , ,2,2,2,1,4,2,0.838231238
163903,2,EN,10,3,5,2,2, ,3,5,2,2,3,3,3,3,3,2,1, ,3,5,1,5, ,5,4,4,1,1,1,2,2,2,20,2,3,3,2, ,9999,5,2,1, , ,2,2,99,4,3,5,0.743986141
164101,2,EN,9,1,6,7,5, ,4,4,1,1,3,3,4,2,2,1,1, ,4,6,2,5, ,2,4,4,1,1,1,1,2,1, ,1,1,3,2, ,1968,5,2,1, , ,2,2,2,7,3,4,0.808889158
164124,2,EN,9,2,6,5,5, ,6,5,1,2,2,3,3,2,2,2,1,2, ,4,3,6,4, ,2,2,1,2,1,1,2,2,23,1,2,3,2, ,1984,4,2,1, , ,2,2,1,7,3,4,0.808889158
164208,1,EN,10,2,5,4,3,4, ,5,2,2,3,3,4,3,2,3,1, ,2,6,4,4, ,6,4,4,1,1,1,1,1,2,25,2,1,1,2, ,9999,5,2,1, , ,2,2,99,3,3,5,0.743986141
164216,1,FR,5,4,6,7,6,7, ,98,1,2,2,2,98,98,1,1,1, ,98,7,7,7, ,7,4,4,97,97,1,2,2,98, ,2,98,3,2, ,1936,7,1,2, , ,1,2,2,4,4,2,0.838231238
164295,1,EN,10,2,5,4,4,3, ,4,2,2,3,2,4,3,3,2,1,2, ,7,5,7,4, ,4,2,1,1,1,2,2,2,1,2,1,3,2, ,1954,7,1,1, , ,2,2,2,2,4,5,0.963680978
164315,2,EN,10,1,7,7,7, ,7,7,1,2,2,2,4,2,2,1,1, ,1,7,7,7, ,7,4,4,97,1,1,2,2,2,22,2,4,3,1,98,1955,7,1,1, , ,2,2,2,6,4,5,0.963680978
164400,1,FR,5,2,3,4,2, ,5,5,2,2,1,1,3,3,2,2,1,4, ,7,6,7, ,6,2,2,1,2,2,2,2,3,26,1,1,1,2, ,1950,7,1,2, , ,99,2,2,2,4,2,0.838231238
164508,1,EN,10,3,4,1,1, ,2,3,2,2,3,3,4,3,1,2,1, ,1,3,7,6, ,3,3,3,1,1,1,2,2,3,23,1,2,3,2, ,1993,3,2,1, , ,2,2,2,6,2,5,0.980040714
164721,1,EN,3,2,5,5,5, ,6,4,1,1,3,3,4,3,2,1,1,3, ,4,3,5,2, ,4,3,2,2,1,2,2,2,1,1,2,3,2, ,1956,7,1,1, , ,2,2,2,7,4,1,0.368967875
164860,2,EN,1,1,7,5,5, ,4,4,1,2,4,1,4,3,2,1,1, ,1,7,5,7, ,6,1,4,97,97,1,2,2,1, ,2,2,1,1,98,1978,4,2,1, , ,2,2,2,3,3,1,0.811720275
165254,2,EN,10,1,5,2,1, ,4,4,2,2,2,2,4,2,2,2,1,5, ,2,7,7,5, ,1,4,2,2,1,2,2,3,24,2,2,3,2, ,1937,7,1,1, , ,2,2,2,2,4,5,0.963680978
165258,2,EN,8,2,7,5,5,4, ,5,2,2,4,2,4,4,3,3,2, , , , , , , , , , , ,1,1,1, , ,1,1,3,2, ,1953,7,1,1, , ,2,2,2,2,4,4,0.520980832
165267,2,EN,3,1,7,6,6,2, ,1,1,1,4,3,3,3,2,2,1,1, ,7,7,7,1, ,4,2,1,1,1,2,2,2,2,1,98,3,2, ,9999,6,2,1, , ,2,1, ,6,4,1,0.378719786
165360,2,EN,3,1,3,7,4,5, ,2,1,1,3,3,4,2,1,1,1,2, ,6,4,4,1, ,1,1,1,1,2,1,1,2,1,2,4,3,1,88,1960,6,2,1, , ,2,2,2,4,4,1,0.378719786
165527,1,EN,9,2,4,5,5,4, ,3,1,2,3,2,4,2,1,1,1,2, ,7,4,6,2, ,4,4,1,1,1,1,2,2,20,2,2,1,1,98,1970,5,1,1, , ,2,2,2,5,3,4,0.812216396
166736,1,EN,1,2,6,5,5, ,5,5,1,2,2,2,3,3,1,1,1,2, ,6,4,6,4, ,2,2,1,1,1,2,2,2,25,1,3,1,1,98,1957,7,1,1, , ,2,2,2,4,4,1,0.368967875
167229,1,FR,5,2,5,6,5,4, ,6,1,2,2,2,4,3,2,2,1, ,3,6,5,7,5, ,4,4,2,2,1,2,2,2,1,1,1,1,2, ,1954,7,1,2, , ,2,2,2,4,4,2,0.838231238
167285,1,FR,5,1,6,6,5, ,5,4,1,3,3,3,4,4,2,1,1,2, ,7,7,7, ,1,4,4,1,1,1,1,1,1, ,1,1,1,2, ,1952,7,1,2, , ,2,2,2,7,4,2,0.838231238
167930,2,EN,10,2,5,3,2, ,3,3,2,3,2,4,4,2,1,2,1, ,3,7,5,5, ,5,3,3,1,1,1,1,2,2,20,1,2,1,2, ,1982,4,1,1, , ,2,2,2,5,3,5,1.068919838
168700,2,EN,3,2,7,4,5, ,3,4,2,4,4,3,4,4,4,3,1, ,1,7,7,7, ,7,4,3,1,1,1,2,2,2,1,1,1,1,2, ,1965,6,1,1, , ,2,2,2,1,4,1,0.368967875
168734,2,EN,1,2,5,2,1, ,7,3,2,2,3,3,3,3,3,2,1, ,1,6,3,1, ,1,2,3,1,2,1,2,2,3,3,1,4,3,2, ,2004,2,2,1, , ,2,2,2,1,1,1,0.818670806
168854,2,EN,3,1,7,4,4, ,6,7,1,1,3,2,4,3,2,2,1,2, ,4,5,7,3, ,3,2,1,2,1,1,2,3,1,2,2,3,2, ,1996,3,2,3, , ,2,2,1,6,2,1,0.466810868
169524,1,EN,10,2,6,5,4,6, ,3,1,2,3,2,2,2,1,1,1, ,3,5,4,3, ,6,2,3,2,1,1,2,2,3,24,2,2,3,2, ,1938,7,2,1,3, ,2,2,2,2,4,5,0.996874362
169876,1,EN,8,1,6,4,3,4, ,5,1,1,4,3,4,3,1,1,1, ,4,6,6,6, ,1,4,4,1,2,2,1,2,3,1,1,1,3,1,1,1965,6,2,1, , ,2,2,2,6,4,4,0.53089607
169935,1,EN,10,2,5,4,3,4, ,4,2,1,2,2,2,2,1,1,1, ,3,4,2,4, ,3,2,2,2,2,1,2,2,3,1,2,3,3,2, ,1942,7,1,1, , ,2,2,2,2,4,5,0.963680978
170128,2,EN,3,3,5,5,4,1, ,2,2,3,3,4,4,4,2,3,1,1, ,6,3,6,1, ,4,4,1,1,1,2,2,2,1,1,2,1,1,2,1981,4,1,1, , ,2,2,2,4,3,1,0.47441061
170209,2,EN,10,4,5,1,2, ,4,3,98,2,2,2,2,2,2,2,1, ,2,3,4,6, ,5,2,3,2,2,1,2,2,2,98,1,2,3,98, ,9999,2,2,1, , ,1,99,2,2,1,5,0.94090553
170220,2,EN,10,2,7,5,98, ,2,5,1,1,3,2,3,3,2,2,1, ,2,6,4,2, ,5,4,4,1,1,1,1,1,2,3,2,4,3,1,2,1960,6,1,1, , ,2,2,2,2,4,5,0.963680978
170297,1,EN,6,2,3,4,3, ,3,4,1,2,2,2,3,3,3,2,1,1, ,3,2,2, ,3,2,98,99,99,99,99,99,99, ,99,99,99,2, ,9999,7,1,1, , ,2,2,2,6,4,3,1.191530466
170528,1,FR,5,4,1,5,3, ,7,1,1,1,4,4,2,1,2,4,1,4, ,7,7,1, ,1,4,3,2,2,2,2,2,3,3,2,4,1,2, ,1959,6,2,2, , ,1,2,2,99,4,2,0.869944987
170770,1,FR,5,3,5,4,4,3, ,4,1,1,3,3,4,2,1,1,1,1, ,7,2,7, ,2,4,3,1,1,2,2,1,2,26,1,1,2,1,28,1958,6,2,2, , ,2,2,2,99,4,2,0.869944987
170794,1,EN,5,2,7,6,6, ,3,1,1,2,4,3,4,3,3,3,1,1, ,6,6,7, ,2,1,1,1,1,1,2,2,2,1,2,1,1,2, ,1978,4,1,1, , ,2,2,2,2,3,2,1.000685055
170977,1,EN,6,2,5,6,7, ,7,5,1,1,2,2,98,2,2,2,1, ,3,7,98,7, ,1,4,4,2,2,1,1,2,3,21,2,2,3,2, ,1938,7,1,1, , ,2,2,2,5,4,3,1.191530466
171365,1,EN,10,2,6,5,5, ,5,3,2,2,3,3,4,4,2,2,1, ,4,7,5,7, ,5,3,3,1,2,1,2,1,3,2,1,3,1,2, ,1950,7,1,1, , ,1,2,2,4,4,5,0.963680978
171511,2,EN,10,2,3,2,3, ,2,7,1,2,3,4,4,4,2,2,1, ,1,3,4,7, ,1,4,2,2,2,2,1,2,2,1,2,2,3,2, ,9999,4,2,1, , ,2,2,2,99,3,5,0.743986141
171807,2,EN,4,1,7,5,4,7, ,4,1,2,2,2,2,2,2,2,1,1, ,7,7,7,7, ,3,4,1,2,2,2,2,1, ,1,2,1,1,88,1959,6,1,1, , ,1,2,2,4,4,1,0.368967875
172266,1,EN,4,2,7,6,5, ,1,2,2,3,3,3,3,3,3,3,1, ,1,5,5,7, ,5,4,4,1,1,2,2,2,2,3,2,3,1,2, ,1949,7,1,1, , ,2,2,2,2,4,1,0.368967875
172303,2,EN,8,2,7,4,4,5, ,3,2,2,2,2,3,3,2,2,1,3, ,5,4,6,3, ,2,3,1,1,1,2,1,2,20,2,3,3,2, ,1964,6,2,1, , ,2,1, ,4,4,4,0.53089607
172393,1,FR,5,2,1,5,5, ,4,4,1,2,1,4,2,4,3,1,2, , , , , , , , , , , ,1,2,1, , ,1,4,1,1,98,1941,7,1,2, , ,2,2,2,2,4,2,0.838231238
172687,2,EN,9,2,6,6,6,2, ,7,1,3,4,4,4,4,3,3,1, ,4,7,5,7, ,2,4,4,1,1,1,1,1,3,24,1,2,3,2, ,1982,4,2,1, , ,2,2,2,4,3,4,0.808889158
172968,1,EN,4,3,5,5,3,6, ,3,2,1,2,2,3,1,1,1,1, ,3,6,6,7, ,1,2,1,1,2,1,2,2,3,1,2,2,3,1,23,1966,6,1,1, , ,2,2,2,4,4,1,0.368967875
173010,1,EN,9,1,7,6,6, ,1,6,1,2,3,4,4,4,3,2,1, ,2,7,7,6, ,5,4,4,1,1,1,1,1,2,1,1,1,1,2, ,9999,5,2,1, , ,1,1, ,7,3,4,0.808889158
173376,2,EN,8,4,4,2,1, ,6,1,2,1,4,2,4,4,2,2,1,1, ,7,7,7,3, ,4,4,2,2,2,2,2,3,1,1,2,3,1,99,1964,6,1,1, , ,2,2,2,2,4,4,0.520980832
173390,1,EN,10,4,1,3,3, ,7,1,2,4,4,4,4,2,4,2,1, ,1,7,7,7, ,7,2,4,2,2,2,1,2,3,3,2,1,3,2, ,1975,5,1,1, , ,1,2,2,4,3,5,1.068919838
174603,1,EN,5,2,7,5,4,1, ,4,2,1,4,3,4,2,1,2,1, ,2,7,6,7,5, ,4,4,1,1,1,1,2,1, ,1,1,1,2, ,1958,6,2,2, , ,2,2,2,6,4,2,0.869944987
175413,1,EN,6,1,7,1,2, ,1,1,2,4,3,4,4,4,3,4,1,1, ,7,7,7,7, ,4,2,1,1,1,1,2,2,1,1,1,1,2, ,1955,7,2,1, , ,2,2,2,7,4,3,1.209473778
175513,2,EN,1,2,7,5,5,2, ,3,1,2,2,4,4,3,2,1,1, ,4,5,5,7, ,1,2,2,1,2,1,1,2,3,1,1,1,3,1,20,1983,4,2,1, , ,2,2,2,6,3,1,0.811720275
175923,2,EN,10,2,1,1,1, ,7,7,99,4,2,2,3,1,1,1,1,2, ,2,1,5,1, ,1,1,2,2,1,1,1,1, ,1,4,3,1,2,9999,4,2,1, , ,2,1, ,99,3,5,0.743986141
175936,1,EN,6,4,5,5,5, ,7,5,1,1,3,3,3,2,1,1,1,5, ,7,7,7, ,7,4,4,1,1,1,1,2,3,3,2,4,3,2, ,1945,7,1,1, , ,2,2,2,2,4,3,1.191530466
176990,1,EN,9,2,7,5,4, ,2,4,98,3,3,3,4,3,2,3,1,2, ,6,7,7,5, ,4,3,1,97,1,2,2,2,1,2,1,3,2, ,1956,7,1,1, , ,2,2,2,4,4,4,0.520980832
177287,2,EN,9,1,7,3,4,2, ,3,2,2,3,2,4,4,3,4,1,1, ,6,7,6,7, ,4,4,2,1,1,1,2,2,99,2,1,1,2, ,9999,7,2,1, , ,2,2,1,1,4,4,0.53089607
177514,2,EN,10,3,1,3,1, ,4,2,98,2,3,3,4,4,2,3,1,4, ,7,6,7,5, ,3,4,2,2,1,2,2,2,98,2,2,3,2, ,1939,7,2,1, , ,2,2,2,4,4,5,0.996874362
177647,2,EN,9,1,7,5,5,6, ,1,1,2,3,3,4,4,2,2,1,2, ,7,6,6,2, ,4,4,1,2,1,97,1,2,1,1,1,1,1,1,1954,7,1,1, , ,2,2,2,7,4,4,0.520980832
178288,2,EN,9,3,2,7,7,4, ,4,1,2,3,3,3,3,4,2,1,3, ,3,7,7,98, ,1,3,1,2,1,2,1,3,27,2,2,3,1,88,1987,4,1,1, , ,2,2,2,7,3,4,0.812216396
178502,2,EN,9,3,7,7,5, ,7,5,1,3,3,3,4,3,2,4,1,2, ,5,5,3, ,4,4,3,2,2,2,2,2,2,1,2,2,3,1,1,1992,3,1,3, , ,2,2,2,2,2,4,1.710576982
178636,1,EN,8,2,6,5,4, ,6,2,2,1,3,3,4,3,3,1,1, ,4,7,4,5, ,1,3,3,1,1,1,1,1,2,1,2,3,3,2, ,1951,7,2,1, , ,2,2,2,6,4,4,0.53089607
178816,1,EN,11,2,5,4,4, ,5,2,2,2,3,3,4,3,2,2,1, ,3,5,2,5, ,2,4,4,97,97,2,2,2,3,22,2,4,3,2, ,1942,7,2,1, , ,1,2,2,5,4,5,0.996874362
179225,2,EN,10,2,6,5,4,2, ,2,2,1,2,4,4,2,2,1,1, ,5,7,6,6, ,1,3,4,1,1,1,1,2,2,20,1,1,3,2, ,1993,3,1,1, , ,2,2,2,6,2,5,2.359702178
179573,1,EN,9,1,7,7,6, ,7,7,1,2,3,2,98,2,1,2,1,2, ,7,7,7,4, ,97,3,2,2,2,1,98,1, ,1,1,3,2, ,9999,7,1,1, , ,2,2,2,5,4,4,0.520980832
180183,1,FR,5,2,7,5,3,5, ,5,1,4,4,4,4,4,2,4,1, ,1,7,7,7,7, ,4,4,1,1,1,1,1,2,1,1,2,1,2, ,1964,6,1,2, , ,2,2,2,4,4,2,0.838231238
180285,2,EN,9,2,7,5,6, ,6,7,2,2,2,2,2,2,2,2,1, ,3,6,5,7, ,3,1,2,1,2,2,2,2,2,20,2,1,3,2, ,1962,6,2,1, , ,2,2,2,4,4,4,0.53089607
180482,2,EN,10,4,7,5,5, ,6,5,2,2,2,3,3,3,2,2,1, ,98,7,7,7, ,7,4,4,1,2,2,1,2,2,1,2,3,1,2, ,1982,4,1,3, , ,2,2,2,7,3,5,1.068919838
180489,2,EN,6,1,7,5,5, ,5,3,1,2,4,4,4,2,1,1,1, ,4,7,7,7, ,2,4,2,97,97,1,1,2,2,1,1,1,3,2, ,1957,7,1,1, , ,2,1, ,5,4,3,1.191530466
180539,2,EN,10,3,7,5,5,6, ,3,1,2,2,2,2,3,2,2,1,1, ,7,5,7,5, ,4,1,2,2,2,2,1,2,1,2,1,3,2, ,1964,6,1,1, , ,2,2,2,4,4,5,0.963680978
180615,1,EN,6,1,7,3,2, ,2,7,2,4,4,1,4,4,3,4,1, ,98,7,7,7, ,6,4,3,1,1,1,1,1,1, ,1,1,1,1,22,1959,6,2,1, , ,1,2,2,5,4,3,1.209473778
180804,2,EN,8,2,6,5,4,3, ,6,1,2,3,2,3,3,2,1,1,2, ,7,6,5,4, ,2,3,1,1,1,1,1,2,2,1,2,3,2, ,2002,2,2,1, , ,2,2,2,2,1,4,1.058896163
181030,2,EN,9,2,7,5,5, ,5,6,1,2,3,3,3,3,2,2,1, ,3,7,7,7,3, ,4,4,1,1,1,1,1,2,26,2,2,1,2, ,1987,4,1,1, , ,2,2,2,7,3,4,0.812216396
181117,1,FR,5,2,6,6,7,5, ,6,2,2,2,3,4,3,2,2,1,1, ,7,5,6, ,4,4,3,1,1,1,1,2,2,1,1,1,1,2, ,1967,6,1,2, , ,2,2,2,6,4,2,0.838231238
181221,1,EN,9,1,1,7,7, ,7,7,2,3,1,2,4,1,1,1,1,3, ,7,7,7,7, ,1,1,1,2,1,1,2,3,98,2,4,3,2, ,1955,7,1,1, , ,2,2,1,4,4,4,0.520980832
181257,2,EN,10,2,4,5,4,2, ,4,2,2,2,3,4,4,2,2,1,1, ,6,3,7,3, ,2,1,1,1,1,2,2,2,1,1,3,3,1,1,1992,3,2,1, , ,2,2,2,7,2,5,0.980040714
181312,1,EN,1,3,5,5,5, ,7,7,1,2,1,1,2,2,1,1,1,98, ,5,6,7,5, ,4,4,2,2,2,2,2,3,21,2,1,1,2, ,1965,6,2,1, , ,2,1, ,2,4,1,0.378719786
181472,2,EN,10,2,4,3,3,4, ,2,2,3,3,3,4,4,3,4,1,1, ,4,6,5,6, ,4,3,2,2,2,1,2,2,1,1,2,3,2, ,1970,5,2,1, , ,2,2,2,3,3,5,0.743986141
181780,1,EN,6,2,5,4,4,5, ,3,2,3,3,3,4,3,2,3,1,1, ,5,5,5,6, ,3,3,1,2,1,2,2,2,1,2,3,3,2, ,1977,5,1,1, , ,2,2,2,2,3,3,1.470244686
181922,1,EN,8,3,6,5,5,5, ,6,1,1,2,2,3,2,2,2,1, ,4,5,4,4, ,3,2,3,1,2,1,2,2,1, ,2,2,3,1,2,1946,7,2,1, , ,2,2,2,7,4,4,0.53089607
182280,1,EN,8,2,5,3,3, ,1,1,2,3,3,98,4,4,4,4,1,1, ,7,7,7,7, ,3,3,1,98,1,1,1,2,26,1,1,3,2, ,1972,5,1,1, , ,2,2,2,3,3,4,0.812216396
182422,1,EN,6,2,7,5,6, ,5,6,1,3,3,3,3,3,2,1,1, ,2,6,5,4, ,5,2,2,2,2,1,2,2,2,20,2,3,3,2, ,1963,6,2,1, , ,2,2,2,4,4,3,1.209473778
183000,2,EN,10,2,5,3,4,1, ,4,2,2,3,2,3,3,2,2,1,3, ,2,3,4,3, ,2,2,1,1,2,2,2,1, ,1,3,3,2, ,1964,6,1,1, , ,2,2,2,2,4,5,0.963680978
183622,1,EN,8,2,5,2,4, ,5,5,2,2,3,3,3,3,4,2,1,1, ,6,6,6,6, ,4,4,2,2,1,2,1,2,2,1,2,1,2, ,1948,7,2,1, , ,2,2,2,5,4,4,0.53089607
183980,1,EN,6,2,7,4,1,1, ,3,2,2,3,3,3,3,3,3,1, ,3,7,7,7, ,7,3,3,1,1,1,1,2,3,1,1,2,1,2, ,1961,6,2,1, , ,2,2,1,4,4,3,1.209473778
183985,1,FR,5,1,6,5,7, ,6,6,2,1,1,2,1,1,2,1,1,3, ,5,6,5, ,5,4,4,2,2,2,1,2,3,21,2,98,1,1,24,1953,7,1,2, , ,2,2,2,2,4,2,0.838231238
184062,1,EN,6,1,5,4,3,3, ,6,1,2,2,3,2,2,2,2,1, ,3,7,6,7, ,6,3,4,1,1,1,1,1,2,1,1,2,2,2, ,1970,5,2,3, , ,2,2,1,6,3,3,1.312715615
184615,2,EN,9,3,3,2,2, ,6,3,2,2,4,2,4,4,2,1,1, ,2,5,3,5, ,1,2,3,1,2,2,2,2,3,1,2,4,3,2, ,2004,2,2,1, , ,2,2,2,6,1,4,1.058896163
184769,1,EN,3,2,5,3,3,3, ,2,2,3,4,2,4,4,2,2,1,3, ,6,5,7,5, ,3,3,2,1,1,2,2,2,1,2,1,1,2, ,1961,6,2,1, , ,1,2,2,1,4,1,0.378719786
185252,1,FR,5,4,6,5,5, ,7,5,2,2,2,2,3,2,2,2,1,3, ,6,6,7, ,5,2,1,1,1,1,1,2,2,1,2,2,3,2, ,1983,4,1,2, , ,2,2,2,2,3,2,1.000685055
185562,2,EN,10,2,5,4,3,4, ,1,1,2,2,2,3,1,2,2,1,1, ,7,5,6,5, ,3,4,1,1,1,2,1,2,1,1,2,3,2, ,1973,5,1,1, , ,2,2,2,6,3,5,1.068919838
185607,1,EN,6,2,5,4,4,6, ,4,2,2,3,3,4,3,2,2,1, ,4,7,7,5, ,4,3,3,1,2,2,2,2,2,1,1,4,3,1,1,1969,5,1,1, , ,2,2,2,7,3,3,1.470244686
185922,2,EN,10,2,4,3,3,1, ,3,2,3,4,4,4,4,3,3,1,1, ,5,7,5,6, ,2,2,1,2,1,1,1,3,2,1,2,3,1,98,1989,3,2,1, , ,2,2,2,3,2,5,0.980040714
186835,2,EN,4,2,5,3,4,4, ,2,2,2,3,2,4,4,2,1,1,2, ,4,2,3,2, ,2,3,1,2,2,2,1,2,3,2,4,3,2, ,1951,7,2,2, , ,2,2,2,5,4,1,0.378719786
186939,2,EN,10,3,7,2,2,3, ,1,1,4,3,3,4,4,3,4,1,1, ,7,6,7,7, ,4,4,1,1,1,2,2,2,1,1,2,1,2, ,1989,3,2,1, , ,2,2,2,3,2,5,0.980040714
187062,2,EN,10,4,3,2,2,3, ,2,2,2,2,2,2,2,1,1,1, ,4,5,2,5, ,2,2,98,2,2,2,2,2,3,22,2,4,3,2, ,1961,6,2,1, , ,2,2,2,3,4,5,0.996874362
187620,1,EN,9,2,6,5,5,4, ,5,2,2,3,4,4,3,2,1,1,2, ,6,6,7,3, ,3,2,1,1,2,1,2,3,1,1,2,3,2, ,1994,3,1,3, , ,2,2,1,7,2,4,1.710576982
187874,2,EN,10,4,1,2,1,2, ,2,1,1,1,1,4,4,1,4,2, , , , , , , , , , , ,2,2,2, , ,2,4,3,2, ,9999,6,2,1, , ,2,2,2,2,4,5,0.996874362
188035,1,EN,8,3,2,3,2, ,3,3,2,2,98,2,98,3,2,2,1, ,98,7,6,4, ,3,4,4,97,97,2,2,2,98, ,2,1,3,2, ,1936,7,1,1, , ,2,2,2,2,4,4,0.520980832
188626,1,EN,10,3,6,4,3,4, ,4,2,3,2,2,3,2,3,2,1, ,1,3,4,4, ,2,2,2,2,2,2,2,1,3,3,1,3,3,2, ,1956,7,2,1, , ,2,2,1,6,4,5,0.996874362
188939,1,EN,4,2,5,5,5,6, ,6,2,1,1,1,3,3,2,2,1,1, ,7,5,7,5, ,3,2,1,2,1,2,2,1, ,1,2,3,1,20,1960,6,1,1, , ,2,2,2,4,4,1,0.368967875
189109,2,EN,10,2,5,1,1,2, ,2,2,2,3,4,4,3,3,2,1, ,4,7,3,7, ,1,4,4,1,97,1,2,2,3,27,2,2,1,2, ,1967,6,1,1, , ,2,2,2,7,4,5,0.963680978
189372,1,EN,6,1,7,7,7, ,2,2,1,2,3,3,4,98,1,2,1, ,1,7,7,7, ,4,4,4,97,97,2,1,1,3,21,1,1,3,1,28,1955,7,1,1, , ,1,2,1,4,4,3,1.191530466
189758,2,EN,10,4,1,1,1, ,1,1,2,2,4,3,4,4,1,1,1, ,2,7,3,4, ,7,1,4,1,1,1,1,2,2,3,2,4,3,2, ,1985,4,2,1, , ,2,2,2,3,3,5,0.743986141
189791,2,EN,9,3,7,7,7,1, ,1,2,1,1,1,1,1,1,1,1,2, ,7,7,7,7, ,1,3,2,1,1,2,2,1, ,1,2,1,2, ,1955,7,1,1, , ,1,2,2,3,4,4,0.520980832
189870,1,EN,10,2,5,1,1,2, ,1,2,2,3,2,4,3,3,2,1, ,2,6,7,3, ,4,4,4,1,2,1,2,2,2,21,2,2,1,2, ,2006,1,1,1, , ,2,2,2,2,1,5,3.834489305
189952,1,EN,5,1,7,5,5,7, ,5,2,1,2,98,3,2,2,1,1, ,4,2,2,4,4, ,4,1,2,2,2,2,2,1, ,2,3,3,2, ,1955,7,1,1, , ,1,2,2,2,4,2,0.838231238
190193,1,EN,4,3,7,5,4, ,1,4,2,4,4,4,4,98,4,4,1, ,5,98,4,6, ,1,4,4,2,2,1,2,2,3,21,2,1,3,2, ,1958,6,2,1, , ,1,2,2,2,4,1,0.378719786
191114,1,EN,4,2,7,7,1, ,98,7,2,3,3,2,3,4,3,4,1,2, ,7,7,7,7, ,4,3,2,2,1,2,2,3,98,2,1,1,2, ,1947,7,1,1, , ,2,2,2,2,4,1,0.368967875
191343,1,EN,3,2,6,3,3,2, ,4,2,1,3,3,3,3,2,2,1,1, ,7,6,6,5, ,1,2,2,2,1,2,2,2,1,1,2,3,2, ,1957,7,2,1, , ,2,2,2,5,4,1,0.378719786
191346,2,EN,12,2,5,4,4, ,1,4,1,2,3,3,3,3,2,2,1,1, ,2,7,6,3, ,3,2,1,2,1,97,1,2,1,1,2,3,1,2,1984,4,2,1, , ,2,2,2,5,3,4,0.808889158
191375,1,EN,7,1,7,7,7,7, ,5,1,1,1,1,3,1,1,2,1, ,3,4,5,7, ,7,4,1,1,2,2,2,2,2,23,2,1,3,2, ,1954,7,1,1, , ,1,2,2,3,4,4,0.520980832
192470,2,EN,4,99,7,5,3,4, ,4,98,3,3,2,3,2,4,3,1,3, ,4,3,3, ,5,4,2,2,1,1,1,99,2,25,2,4,1,2, ,1968,5,1,1, , ,1,2,2,2,3,1,0.47441061
193059,1,EN,9,2,7,6,6,1, ,1,2,2,4,98,4,3,3,2,1,2, ,5,6,7,1, ,4,4,1,1,1,1,2,2,98,2,3,1,2, ,1946,7,1,2, , ,2,2,2,7,4,4,0.520980832
193393,1,EN,3,2,7,5,7, ,2,1,2,4,4,2,4,4,2,2,1, ,1,5,3,4, ,4,4,4,1,2,1,2,2,3,22,2,2,1,2, ,1963,6,2,1,2, ,2,1, ,1,4,1,0.378719786
193515,2,EN,11,2,7,1,1, ,7,3,1,2,2,2,4,4,2,4,1,4, ,6,5,5,1, ,3,4,1,1,1,2,2,1, ,1,4,2,2, ,1969,5,1,1, , ,1,1, ,4,3,5,1.068919838
194447,1,EN,8,2,5,3,3, ,6,2,2,2,2,3,3,3,2,1,1,1, ,7,7,7,5, ,2,2,1,2,1,2,2,2,2,1,1,3,2, ,1945,7,1,1, , ,2,2,2,4,4,4,0.520980832
196388,1,EN,7,2,5,4,4, ,2,3,1,4,2,2,3,4,2,4,1,3, ,2,3,6,5, ,1,3,2,2,1,2,1,3,3,1,2,3,1,28,1948,7,2,1, , ,1,1, ,6,4,4,0.53089607
